best fitness,particula
,
"(0.0744686441581096,)","[1.257481769420779, 0.017246059459612995, 0.40845663624352935, 0.8666668920290727, 0.9450716333347065, 0.91818628243427, 0.5888217048609976, 1.0410726984708325, 0.12394570273531447, 0.8986749965046948]"
