best fitness,particula,tiempo,evals
0.008357244383125004,"[0.617451393182346, 0.40265186300506095, 0.6235311195809522, 0.9640872052369235, -0.12250845306514624, 0.7286844449358683, -0.1703196935438004, 0.4532406411389468, 0.2210953312053795, 0.5766711468852157]",2595.3536536693573,1050
best fitness,particula,tiempo,evals
0.008357244383125004,"[0.617451393182346, 0.40265186300506095, 0.6235311195809522, 0.9640872052369235, -0.12250845306514624, 0.7286844449358683, -0.1703196935438004, 0.4532406411389468, 0.2210953312053795, 0.5766711468852157]",2595.3536536693573,1050
0.008005080628259173,"[1.0, -0.21497936659798522, 0.36962099558274397, 0.2608610364800119, 0.9486510579179336, 0.0019130902263039355, 0.24434752998573595, 0.5131084728601478, 0.39645995215345575, 0.7035186787277901]",4992.072166442871,1050
best fitness,particula,tiempo,evals
0.008357244383125004,"[0.617451393182346, 0.40265186300506095, 0.6235311195809522, 0.9640872052369235, -0.12250845306514624, 0.7286844449358683, -0.1703196935438004, 0.4532406411389468, 0.2210953312053795, 0.5766711468852157]",2595.3536536693573,1050
0.008005080628259173,"[1.0, -0.21497936659798522, 0.36962099558274397, 0.2608610364800119, 0.9486510579179336, 0.0019130902263039355, 0.24434752998573595, 0.5131084728601478, 0.39645995215345575, 0.7035186787277901]",4992.072166442871,1050
0.003902977124703452,"[0.8402460446135529, 1.0, 1.0, 0.6258231326548536, 0.6596386891842976, 0.8402460446135529, 0.09915757140052894, 0.3452204796424977, 1.0, 1.0]",7113.9223873615265,1050
best fitness,particula,tiempo,evals
0.008357244383125004,"[0.617451393182346, 0.40265186300506095, 0.6235311195809522, 0.9640872052369235, -0.12250845306514624, 0.7286844449358683, -0.1703196935438004, 0.4532406411389468, 0.2210953312053795, 0.5766711468852157]",2595.3536536693573,1050
0.008005080628259173,"[1.0, -0.21497936659798522, 0.36962099558274397, 0.2608610364800119, 0.9486510579179336, 0.0019130902263039355, 0.24434752998573595, 0.5131084728601478, 0.39645995215345575, 0.7035186787277901]",4992.072166442871,1050
0.003902977124703452,"[0.8402460446135529, 1.0, 1.0, 0.6258231326548536, 0.6596386891842976, 0.8402460446135529, 0.09915757140052894, 0.3452204796424977, 1.0, 1.0]",7113.9223873615265,1050
0.009966118810479875,"[0.5928266944645383, -0.024589989540172996, 0.2478938042254083, 0.6385325884877826, 0.2827568956869825, 0.0, -0.02725554865688351, 0.3458575183775806, 0.49787581666807335, -1.0]",9567.123634576797,1050
best fitness,particula,tiempo,evals
0.008357244383125004,"[0.617451393182346, 0.40265186300506095, 0.6235311195809522, 0.9640872052369235, -0.12250845306514624, 0.7286844449358683, -0.1703196935438004, 0.4532406411389468, 0.2210953312053795, 0.5766711468852157]",2595.3536536693573,1050
0.008005080628259173,"[1.0, -0.21497936659798522, 0.36962099558274397, 0.2608610364800119, 0.9486510579179336, 0.0019130902263039355, 0.24434752998573595, 0.5131084728601478, 0.39645995215345575, 0.7035186787277901]",4992.072166442871,1050
0.003902977124703452,"[0.8402460446135529, 1.0, 1.0, 0.6258231326548536, 0.6596386891842976, 0.8402460446135529, 0.09915757140052894, 0.3452204796424977, 1.0, 1.0]",7113.9223873615265,1050
0.009966118810479875,"[0.5928266944645383, -0.024589989540172996, 0.2478938042254083, 0.6385325884877826, 0.2827568956869825, 0.0, -0.02725554865688351, 0.3458575183775806, 0.49787581666807335, -1.0]",9567.123634576797,1050
0.006839252677598152,"[0.9586791312815615, 0.49560532736761986, 0.5820953351465419, 0.37737446620676807, 0.36304238141273737, 0.7125473035135408, 0.4864600463749882, 0.7011459120282547, 0.8564721317162972, 0.4024760676372884]",11857.863564252853,1050
best fitness,particula,tiempo,evals
