best fitness,particula,tiempo,evals
0.005086760503716974,"[0.8714757660554556, 0.9550115064758273, 0.8852345381377256, 0.34314231830838027, 0.8807956192289017, 1.0, 0.5221099550432733, 0.6953697074071181, 0.7191032201075275, 1.0]",2254.1169350147247,1050
best fitness,particula,tiempo,evals
0.005086760503716974,"[0.8714757660554556, 0.9550115064758273, 0.8852345381377256, 0.34314231830838027, 0.8807956192289017, 1.0, 0.5221099550432733, 0.6953697074071181, 0.7191032201075275, 1.0]",2254.1169350147247,1050
0.020647553447741232,"[0.2830657225582791, 0.07601364580840209, 0.3925431212242968, 0.6158282081683649, 0.9039761907855484, 1.0, 0.4601758857591921, 0.817395852629628, 0.3789390528511184, 0.35911691824196434]",5036.7525770664215,1050
