Best,Time,Evals,Best_solution
0.0218094558145435,729.8531672954559,795,"[[0.5532871240108692, 0.5479499782734814, 0.1742289719949087, 0.3602362412384926, 0.5628597474615615, 0.5706522597451602, 0.6874707698294376, 0.6586057141500111, 0.201976184593613, 1.2078747088683417]]"
