best fitness,particula,tiempo,evals
0.007190672188306625,"[0.7004045420088576, 0.5185965873192107, 0.6544017386663791, -0.15724045805798836, -0.0, 0.8876512058555667, 0.3117520546206828, 0.5608681521549419, 0.9582161469800249, 0.3122090408271525]",2417.5370194911957,1050
best fitness,particula,tiempo,evals
0.007190672188306625,"[0.7004045420088576, 0.5185965873192107, 0.6544017386663791, -0.15724045805798836, -0.0, 0.8876512058555667, 0.3117520546206828, 0.5608681521549419, 0.9582161469800249, 0.3122090408271525]",2417.5370194911957,1050
0.030313283897590134,"[0.25437418822150126, 0.2560578114798968, 0.669957893647523, 0.7447052400341543, 0.0, 0.8439325905935241, -0.01097730692848442, 0.39209080952222874, 0.8091608545823293, 0.7867359109540265]",5431.7468366622925,1050
best fitness,particula,tiempo,evals
0.007190672188306625,"[0.7004045420088576, 0.5185965873192107, 0.6544017386663791, -0.15724045805798836, -0.0, 0.8876512058555667, 0.3117520546206828, 0.5608681521549419, 0.9582161469800249, 0.3122090408271525]",2417.5370194911957,1050
0.030313283897590134,"[0.25437418822150126, 0.2560578114798968, 0.669957893647523, 0.7447052400341543, 0.0, 0.8439325905935241, -0.01097730692848442, 0.39209080952222874, 0.8091608545823293, 0.7867359109540265]",5431.7468366622925,1050
0.006912501092931241,"[0.7754988407335904, 0.2012394816906612, 0.24481451757985262, 0.6740591855170108, 0.7800039964309201, 0.8215611783779023, 0.36666897607472326, 0.6025824049738376, -1.0, -0.994844270341032]",7772.8271379470825,1050
best fitness,particula,tiempo,evals
0.007190672188306625,"[0.7004045420088576, 0.5185965873192107, 0.6544017386663791, -0.15724045805798836, -0.0, 0.8876512058555667, 0.3117520546206828, 0.5608681521549419, 0.9582161469800249, 0.3122090408271525]",2417.5370194911957,1050
0.030313283897590134,"[0.25437418822150126, 0.2560578114798968, 0.669957893647523, 0.7447052400341543, 0.0, 0.8439325905935241, -0.01097730692848442, 0.39209080952222874, 0.8091608545823293, 0.7867359109540265]",5431.7468366622925,1050
0.006912501092931241,"[0.7754988407335904, 0.2012394816906612, 0.24481451757985262, 0.6740591855170108, 0.7800039964309201, 0.8215611783779023, 0.36666897607472326, 0.6025824049738376, -1.0, -0.994844270341032]",7772.8271379470825,1050
0.005159124583213298,"[0.9926414586315164, -0.5205189920801191, 0.47354229464508524, 0.7908726130821605, 0.30527800280967765, -0.06969385930922412, 0.5900659017079815, 0.7476848352959143, 0.7159157754840579, 1.0]",9953.63635468483,1050
best fitness,particula,tiempo,evals
0.007190672188306625,"[0.7004045420088576, 0.5185965873192107, 0.6544017386663791, -0.15724045805798836, -0.0, 0.8876512058555667, 0.3117520546206828, 0.5608681521549419, 0.9582161469800249, 0.3122090408271525]",2417.5370194911957,1050
