best fitness,particula,tiempo,evals
0.003996071397028623,"[0.7852664803257402, 0.6074231753130515, 0.6586212701869552, 0.7276549634012645, 0.7176535347365458, 0.8035639826159526, -0.013332628763974563, 0.2934738068227878, -0.272888121979473, 0.5498163572644666]",2254.6690123081207,1050
best fitness,particula,tiempo,evals
0.003996071397028623,"[0.7852664803257402, 0.6074231753130515, 0.6586212701869552, 0.7276549634012645, 0.7176535347365458, 0.8035639826159526, -0.013332628763974563, 0.2934738068227878, -0.272888121979473, 0.5498163572644666]",2254.6690123081207,1050
0.0019893395074154674,"[1.0, -0.36368308487647594, 0.37195802827111746, 0.8325148785166083, -0.4762713142464816, 1.0, 0.005414753570866293, 0.2728338119259569, 0.27008375095202464, 0.9213876354308719]",4549.035472393036,1050
